city,lat,lon,datetime,aqi,pm2_5,pm10,no2,so2,o3,co,date
Kolkata,22.5744,88.3629,2025-12-21 16:30:00,5,251.71,267.55,7.49,18.34,185.01,844.68,2025-12-21
Kolkata,22.5744,88.3629,2025-12-21 17:30:00,5,247.02,262.89,7.28,17.55,176.98,839.87,2025-12-21
Kolkata,22.5744,88.3629,2025-12-21 18:30:00,5,244.62,260.78,6.64,16.98,169.82,841.58,2025-12-21
Kolkata,22.5744,88.3629,2025-12-21 19:30:00,5,245.68,262.71,6.72,15.89,161.12,867.33,2025-12-21
Kolkata,22.5744,88.3629,2025-12-21 20:30:00,5,248.77,266.79,7.07,14.74,151.22,907.15,2025-12-21
Kolkata,22.5744,88.3629,2025-12-21 21:30:00,5,250.58,269.47,7.68,13.59,139.79,947.21,2025-12-21
Kolkata,22.5744,88.3629,2025-12-21 22:30:00,5,253.46,273.41,8.86,12.74,126.98,997.72,2025-12-21
Kolkata,22.5744,88.3629,2025-12-21 23:30:00,5,255.72,276.68,10.53,12.5,113.11,1052.3,2025-12-21
Kolkata,22.5744,88.3629,2025-12-22 00:30:00,5,255.32,277.01,12.26,12.92,99.61,1098.43,2025-12-22
Kolkata,22.5744,88.3629,2025-12-22 01:30:00,5,257.96,280.44,14.02,13.05,87.36,1152.92,2025-12-22
Kolkata,22.5744,88.3629,2025-12-22 02:30:00,5,259.03,282.13,15.65,12.94,76.89,1204.73,2025-12-22
Kolkata,22.5744,88.3629,2025-12-22 03:30:00,5,258.51,281.87,17.2,12.83,68.33,1244.45,2025-12-22
Kolkata,22.5744,88.3629,2025-12-22 04:30:00,5,258.74,282.02,18.47,13.02,62.61,1279.19,2025-12-22
Kolkata,22.5744,88.3629,2025-12-22 05:30:00,5,260.44,283.33,19.31,13.29,59.44,1303.0,2025-12-22
Kolkata,22.5744,88.3629,2025-12-22 06:30:00,5,260.23,282.78,20.04,13.57,58.32,1315.46,2025-12-22
Kolkata,22.5744,88.3629,2025-12-22 07:30:00,5,267.97,291.0,21.83,15.06,59.0,1360.74,2025-12-22
Kolkata,22.5744,88.3629,2025-12-22 08:30:00,5,279.61,302.86,21.58,18.68,68.08,1380.16,2025-12-22
Kolkata,22.5744,88.3629,2025-12-22 09:30:00,5,277.14,297.88,19.46,27.95,92.78,1216.15,2025-12-22
Kolkata,22.5744,88.3629,2025-12-22 10:30:00,5,278.36,298.39,17.44,30.94,118.32,1140.58,2025-12-22
Kolkata,22.5744,88.3629,2025-12-22 11:30:00,5,285.46,305.49,15.19,32.04,148.86,1103.27,2025-12-22
Kolkata,22.5744,88.3629,2025-12-22 12:30:00,5,276.59,294.99,11.51,28.27,173.39,1010.22,2025-12-22
Kolkata,22.5744,88.3629,2025-12-22 13:30:00,5,266.66,284.0,9.02,24.45,184.46,941.04,2025-12-22
Kolkata,22.5744,88.3629,2025-12-22 14:30:00,5,251.17,267.75,8.13,22.55,187.37,881.78,2025-12-22
Kolkata,22.5744,88.3629,2025-12-22 15:30:00,5,238.44,254.8,8.73,21.49,185.02,852.37,2025-12-22
Kolkata,22.5744,88.3629,2025-12-22 16:30:00,5,232.94,249.81,10.39,20.6,175.87,858.2,2025-12-22
Kolkata,22.5744,88.3629,2025-12-22 17:30:00,5,234.83,252.75,11.12,19.73,165.78,894.07,2025-12-22
Kolkata,22.5744,88.3629,2025-12-22 18:30:00,5,240.54,259.72,10.92,18.45,156.05,938.7,2025-12-22
Kolkata,22.5744,88.3629,2025-12-22 19:30:00,5,250.12,270.87,10.92,17.37,146.89,998.02,2025-12-22
Kolkata,22.5744,88.3629,2025-12-22 20:30:00,5,261.95,284.18,11.11,16.28,138.21,1068.12,2025-12-22
Kolkata,22.5744,88.3629,2025-12-22 21:30:00,5,271.66,294.86,11.39,15.38,129.82,1126.28,2025-12-22
Kolkata,22.5744,88.3629,2025-12-22 22:30:00,5,280.93,305.71,12.64,14.14,118.68,1203.73,2025-12-22
Kolkata,22.5744,88.3629,2025-12-22 23:30:00,5,287.17,313.41,14.61,13.04,104.73,1285.8,2025-12-22
Kolkata,22.5744,88.3629,2025-12-23 00:30:00,5,278.72,305.28,16.65,12.96,91.0,1321.96,2025-12-23
Kolkata,22.5744,88.3629,2025-12-23 01:30:00,5,279.22,305.73,18.41,13.02,81.13,1367.59,2025-12-23
Kolkata,22.5744,88.3629,2025-12-23 02:30:00,5,284.43,310.28,19.36,13.71,76.45,1399.11,2025-12-23
Kolkata,22.5744,88.3629,2025-12-23 03:30:00,5,288.85,313.62,19.54,14.64,75.16,1406.58,2025-12-23
Kolkata,22.5744,88.3629,2025-12-23 04:30:00,5,294.92,318.91,19.88,15.28,74.77,1423.46,2025-12-23
Kolkata,22.5744,88.3629,2025-12-23 05:30:00,5,301.63,324.98,20.06,16.23,74.74,1443.99,2025-12-23
Kolkata,22.5744,88.3629,2025-12-23 06:30:00,5,299.28,318.0,11.43,17.59,87.35,1232.34,2025-12-23
Kolkata,22.5744,88.3629,2025-12-23 07:30:00,5,310.66,330.39,13.04,22.65,85.99,1253.15,2025-12-23
Kolkata,22.5744,88.3629,2025-12-23 08:30:00,5,325.25,346.17,14.41,30.88,87.58,1281.96,2025-12-23
Kolkata,22.5744,88.3629,2025-12-23 09:30:00,5,319.05,340.31,13.86,49.82,102.64,1226.8,2025-12-23
Kolkata,22.5744,88.3629,2025-12-23 10:30:00,5,321.79,343.5,13.41,54.93,122.65,1207.54,2025-12-23
Kolkata,22.5744,88.3629,2025-12-23 11:30:00,5,333.76,356.01,12.55,53.15,149.59,1205.64,2025-12-23
Kolkata,22.5744,88.3629,2025-12-23 12:30:00,5,350.66,373.22,10.73,50.35,180.54,1193.13,2025-12-23
Kolkata,22.5744,88.3629,2025-12-23 13:30:00,5,362.58,385.04,8.92,47.34,203.63,1154.33,2025-12-23
Kolkata,22.5744,88.3629,2025-12-23 14:30:00,5,364.31,386.44,8.21,45.13,219.45,1114.21,2025-12-23
Kolkata,22.5744,88.3629,2025-12-23 15:30:00,5,361.03,382.87,8.74,43.36,227.35,1084.57,2025-12-23
Kolkata,22.5744,88.3629,2025-12-23 16:30:00,5,355.4,376.9,9.95,41.37,223.69,1068.91,2025-12-23
Kolkata,22.5744,88.3629,2025-12-23 17:30:00,5,349.09,370.11,9.7,38.77,214.49,1046.07,2025-12-23
Kolkata,22.5744,88.3629,2025-12-23 18:30:00,5,341.61,362.05,7.65,34.03,204.64,1014.46,2025-12-23
Kolkata,22.5744,88.3629,2025-12-23 19:30:00,5,335.17,355.04,6.14,30.18,198.29,987.72,2025-12-23
Kolkata,22.5744,88.3629,2025-12-23 20:30:00,5,324.99,343.72,4.74,27.35,193.62,947.33,2025-12-23
Kolkata,22.5744,88.3629,2025-12-23 21:30:00,5,313.32,331.37,4.37,23.61,186.24,916.5,2025-12-23
Kolkata,22.5744,88.3629,2025-12-23 22:30:00,5,310.64,328.91,4.85,19.35,176.74,922.53,2025-12-23
Kolkata,22.5744,88.3629,2025-12-23 23:30:00,5,311.66,329.93,5.23,16.31,167.38,941.51,2025-12-23
Kolkata,22.5744,88.3629,2025-12-24 00:30:00,5,316.92,335.52,5.6,14.81,158.3,977.08,2025-12-24
Kolkata,22.5744,88.3629,2025-12-24 01:30:00,5,325.5,344.84,6.14,13.86,149.36,1033.61,2025-12-24
Kolkata,22.5744,88.3629,2025-12-24 02:30:00,5,339.12,356.78,7.12,13.41,139.93,1115.51,2025-12-24
Kolkata,22.5744,88.3629,2025-12-24 03:30:00,5,356.23,371.34,8.75,13.64,129.11,1233.19,2025-12-24
Kolkata,22.5744,88.3629,2025-12-24 04:30:00,5,376.79,391.69,10.73,14.24,117.97,1378.15,2025-12-24
Kolkata,22.5744,88.3629,2025-12-24 05:30:00,5,398.3,413.83,12.88,14.81,107.58,1529.3,2025-12-24
Kolkata,22.5744,88.3629,2025-12-24 06:30:00,5,421.4,440.26,15.49,15.87,98.65,1689.24,2025-12-24
Kolkata,22.5744,88.3629,2025-12-24 07:30:00,5,446.73,472.29,18.17,17.12,95.4,1838.84,2025-12-24
Kolkata,22.5744,88.3629,2025-12-24 08:30:00,5,471.33,502.07,19.73,18.67,98.29,1950.04,2025-12-24
Kolkata,22.5744,88.3629,2025-12-24 09:30:00,5,473.86,505.06,16.22,30.77,124.73,1792.5,2025-12-24
Kolkata,22.5744,88.3629,2025-12-24 10:30:00,5,476.13,507.56,14.28,39.24,147.62,1712.53,2025-12-24
Kolkata,22.5744,88.3629,2025-12-24 11:30:00,5,480.98,513.01,13.24,43.28,170.97,1706.39,2025-12-24
Kolkata,22.5744,88.3629,2025-12-24 12:30:00,5,465.75,496.18,10.53,50.04,202.21,1571.79,2025-12-24
Kolkata,22.5744,88.3629,2025-12-24 13:30:00,5,456.11,485.25,8.85,48.65,218.69,1478.21,2025-12-24
Kolkata,22.5744,88.3629,2025-12-24 14:30:00,5,451.87,480.19,8.56,46.45,225.33,1423.49,2025-12-24
Kolkata,22.5744,88.3629,2025-12-24 15:30:00,5,448.26,476.04,9.17,45.15,225.87,1390.13,2025-12-24
Kolkata,22.5744,88.3629,2025-12-24 16:30:00,5,441.91,469.29,10.14,42.73,218.63,1372.31,2025-12-24
Kolkata,22.5744,88.3629,2025-12-24 17:30:00,5,435.91,463.06,9.84,40.24,209.4,1358.76,2025-12-24
Kolkata,22.5744,88.3629,2025-12-24 18:30:00,5,432.78,460.3,9.37,37.78,199.79,1361.66,2025-12-24
Kolkata,22.5744,88.3629,2025-12-24 19:30:00,5,431.18,459.69,9.59,33.99,189.19,1389.66,2025-12-24
Kolkata,22.5744,88.3629,2025-12-24 20:30:00,5,428.39,457.83,10.16,29.58,177.47,1432.12,2025-12-24
Kolkata,22.5744,88.3629,2025-12-24 21:30:00,5,423.49,453.59,10.9,25.54,164.17,1473.22,2025-12-24
Kolkata,22.5744,88.3629,2025-12-24 22:30:00,5,417.28,447.7,12.04,22.3,150.36,1525.92,2025-12-24
Kolkata,22.5744,88.3629,2025-12-24 23:30:00,5,403.48,433.0,12.8,20.12,137.27,1552.78,2025-12-24
Kolkata,22.5744,88.3629,2025-12-25 00:30:00,5,354.32,379.32,10.46,26.08,142.99,1385.16,2025-12-25
Kolkata,22.5744,88.3629,2025-12-25 01:30:00,5,320.53,342.62,9.16,29.76,141.66,1273.73,2025-12-25
Kolkata,22.5744,88.3629,2025-12-25 02:30:00,5,301.75,322.03,8.39,33.03,135.84,1213.56,2025-12-25
Kolkata,22.5744,88.3629,2025-12-25 03:30:00,5,293.33,312.34,8.23,35.29,126.69,1183.13,2025-12-25
Kolkata,22.5744,88.3629,2025-12-25 04:30:00,5,294.21,312.59,8.8,35.1,115.42,1180.3,2025-12-25
Kolkata,22.5744,88.3629,2025-12-25 05:30:00,5,297.32,315.6,9.84,33.2,104.26,1201.46,2025-12-25
Kolkata,22.5744,88.3629,2025-12-25 06:30:00,5,295.36,314.35,11.58,31.04,93.5,1228.94,2025-12-25
Kolkata,22.5744,88.3629,2025-12-25 07:30:00,5,291.21,311.49,15.23,30.72,87.54,1264.23,2025-12-25
Kolkata,22.5744,88.3629,2025-12-25 08:30:00,5,280.35,301.23,17.47,32.27,90.01,1245.55,2025-12-25
Kolkata,22.5744,88.3629,2025-12-25 09:30:00,5,251.66,271.44,16.31,34.09,104.78,1123.21,2025-12-25
Kolkata,22.5744,88.3629,2025-12-25 10:30:00,5,235.8,254.84,14.19,32.32,126.41,1044.57,2025-12-25
Kolkata,22.5744,88.3629,2025-12-25 11:30:00,5,237.0,255.99,11.46,29.57,153.18,1019.35,2025-12-25
Kolkata,22.5744,88.3629,2025-12-25 12:30:00,5,206.98,224.66,6.38,24.29,177.36,866.01,2025-12-25
Kolkata,22.5744,88.3629,2025-12-25 13:30:00,5,189.22,206.42,3.81,20.32,186.81,764.33,2025-12-25
Kolkata,22.5744,88.3629,2025-12-25 14:30:00,5,187.08,204.61,3.31,18.65,190.96,733.64,2025-12-25
Kolkata,22.5744,88.3629,2025-12-25 15:30:00,5,187.25,205.21,3.67,17.9,192.6,722.79,2025-12-25
Kolkata,22.5744,88.3629,2025-12-25 16:30:00,5,186.66,204.81,4.39,17.88,189.44,716.6,2025-12-25
Kolkata,22.5744,88.3629,2025-12-25 17:30:00,5,185.93,204.18,4.6,18.9,185.81,713.99,2025-12-25
Kolkata,22.5744,88.3629,2025-12-25 18:30:00,5,192.49,211.41,5.3,19.01,178.48,742.94,2025-12-25
Kolkata,22.5744,88.3629,2025-12-25 19:30:00,5,204.86,225.17,6.79,17.89,167.88,803.63,2025-12-25
Kolkata,22.5744,88.3629,2025-12-25 20:30:00,5,215.08,236.93,8.11,17.03,156.76,873.24,2025-12-25
Kolkata,22.5744,88.3629,2025-12-25 21:30:00,5,222.04,245.28,9.0,17.3,146.76,931.06,2025-12-25
Kolkata,22.5744,88.3629,2025-12-25 22:30:00,5,229.79,253.95,9.81,18.17,136.2,990.73,2025-12-25
Kolkata,22.5744,88.3629,2025-12-25 23:30:00,5,236.74,261.15,10.31,19.77,126.39,1042.55,2025-12-25
Kolkata,22.5744,88.3629,2025-12-26 00:30:00,5,241.08,265.26,10.59,22.21,117.67,1075.73,2025-12-26
Kolkata,22.5744,88.3629,2025-12-26 01:30:00,5,244.69,268.61,11.07,24.78,109.25,1113.5,2025-12-26
Kolkata,22.5744,88.3629,2025-12-26 02:30:00,5,248.14,271.76,12.06,26.63,100.34,1160.1,2025-12-26
Kolkata,22.5744,88.3629,2025-12-26 03:30:00,5,251.35,274.4,13.4,27.56,90.97,1204.31,2025-12-26
Kolkata,22.5744,88.3629,2025-12-26 04:30:00,5,255.78,277.95,14.62,28.19,82.77,1238.1,2025-12-26
Kolkata,22.5744,88.3629,2025-12-26 05:30:00,5,256.71,277.83,15.26,28.25,76.89,1238.34,2025-12-26
Kolkata,22.5744,88.3629,2025-12-26 06:30:00,5,248.13,268.38,15.09,28.69,75.08,1194.12,2025-12-26
Kolkata,22.5744,88.3629,2025-12-26 07:30:00,5,238.44,258.35,15.95,27.75,76.11,1153.11,2025-12-26
Kolkata,22.5744,88.3629,2025-12-26 08:30:00,5,225.61,245.17,15.71,27.39,83.41,1096.7,2025-12-26
Kolkata,22.5744,88.3629,2025-12-26 09:30:00,5,207.66,226.2,13.1,27.93,100.33,992.06,2025-12-26
Kolkata,22.5744,88.3629,2025-12-26 10:30:00,5,196.59,214.11,10.69,27.53,121.94,917.33,2025-12-26
Kolkata,22.5744,88.3629,2025-12-26 11:30:00,5,195.17,211.96,8.71,26.95,145.85,878.02,2025-12-26
Kolkata,22.5744,88.3629,2025-12-26 12:30:00,5,172.62,187.05,5.57,24.38,167.66,757.13,2025-12-26
Kolkata,22.5744,88.3629,2025-12-26 13:30:00,5,151.82,164.61,3.79,21.82,177.71,659.84,2025-12-26
Kolkata,22.5744,88.3629,2025-12-26 14:30:00,5,146.97,159.42,3.61,21.65,184.46,636.43,2025-12-26
Kolkata,22.5744,88.3629,2025-12-26 15:30:00,5,150.83,163.64,4.74,21.69,187.31,650.74,2025-12-26
Kolkata,22.5744,88.3629,2025-12-26 16:30:00,5,154.47,168.1,7.11,21.07,181.68,686.91,2025-12-26
Kolkata,22.5744,88.3629,2025-12-26 17:30:00,5,156.77,171.52,8.84,20.55,172.2,732.45,2025-12-26
Kolkata,22.5744,88.3629,2025-12-26 18:30:00,5,161.73,177.86,9.78,20.64,163.66,787.52,2025-12-26
Kolkata,22.5744,88.3629,2025-12-26 19:30:00,5,169.34,186.69,10.2,21.57,157.12,845.1,2025-12-26
Kolkata,22.5744,88.3629,2025-12-26 20:30:00,5,177.98,195.98,10.09,23.08,151.63,894.29,2025-12-26
Mumbai,18.9582,72.8321,2025-12-19 21:30:00,5,129.27,146.39,1.93,20.83,203.01,444.21,2025-12-19
Mumbai,18.9582,72.8321,2025-12-19 22:30:00,5,119.61,136.95,1.99,18.73,188.51,417.41,2025-12-19
Mumbai,18.9582,72.8321,2025-12-19 23:30:00,5,109.4,126.4,2.33,18.32,171.74,400.82,2025-12-19
Mumbai,18.9582,72.8321,2025-12-20 00:30:00,5,100.07,116.54,2.96,20.69,152.11,398.25,2025-12-20
Mumbai,18.9582,72.8321,2025-12-20 01:30:00,5,95.93,112.44,3.59,23.79,134.87,416.52,2025-12-20
Mumbai,18.9582,72.8321,2025-12-20 02:30:00,5,94.98,111.72,4.07,26.22,120.6,445.12,2025-12-20
Mumbai,18.9582,72.8321,2025-12-20 03:30:00,5,94.33,111.4,4.36,27.31,108.87,470.91,2025-12-20
Mumbai,18.9582,72.8321,2025-12-20 04:30:00,5,93.15,110.74,4.5,26.95,99.25,490.85,2025-12-20
Mumbai,18.9582,72.8321,2025-12-20 05:30:00,5,90.8,108.78,4.5,25.62,92.09,503.86,2025-12-20
Mumbai,18.9582,72.8321,2025-12-20 06:30:00,5,86.34,103.29,4.35,23.32,87.53,504.78,2025-12-20
Mumbai,18.9582,72.8321,2025-12-20 07:30:00,5,79.43,94.81,4.13,20.18,84.37,489.24,2025-12-20
Mumbai,18.9582,72.8321,2025-12-20 08:30:00,4,69.79,83.05,4.29,16.57,84.4,450.89,2025-12-20
Mumbai,18.9582,72.8321,2025-12-20 09:30:00,4,59.17,69.82,3.77,12.65,90.1,391.81,2025-12-20
Mumbai,18.9582,72.8321,2025-12-20 10:30:00,4,51.28,59.7,3.0,9.66,100.61,335.07,2025-12-20
Mumbai,18.9582,72.8321,2025-12-20 11:30:00,3,47.09,53.98,2.25,8.14,112.73,292.58,2025-12-20
Mumbai,18.9582,72.8321,2025-12-20 12:30:00,3,46.13,52.09,1.67,7.57,123.88,265.29,2025-12-20
Mumbai,18.9582,72.8321,2025-12-20 13:30:00,3,47.0,52.51,1.31,7.38,133.12,250.39,2025-12-20
Mumbai,18.9582,72.8321,2025-12-20 14:30:00,4,48.32,53.61,1.15,7.5,141.52,241.63,2025-12-20
Mumbai,18.9582,72.8321,2025-12-20 15:30:00,4,50.51,55.84,1.13,7.75,149.9,239.53,2025-12-20
Mumbai,18.9582,72.8321,2025-12-20 16:30:00,4,53.32,59.01,1.24,7.91,156.16,243.09,2025-12-20
Mumbai,18.9582,72.8321,2025-12-20 17:30:00,4,56.81,63.04,1.46,8.31,161.46,253.37,2025-12-20
Mumbai,18.9582,72.8321,2025-12-20 18:30:00,4,62.27,69.31,1.65,9.75,168.61,275.61,2025-12-20
Mumbai,18.9582,72.8321,2025-12-20 19:30:00,4,70.66,79.09,1.53,11.86,177.9,310.25,2025-12-20
Mumbai,18.9582,72.8321,2025-12-20 20:30:00,5,78.21,88.07,1.45,13.66,185.16,340.09,2025-12-20
Mumbai,18.9582,72.8321,2025-12-20 21:30:00,5,81.65,92.3,1.46,14.73,187.08,351.8,2025-12-20
Mumbai,18.9582,72.8321,2025-12-20 22:30:00,5,81.9,93.24,1.48,14.76,184.23,352.27,2025-12-20
Mumbai,18.9582,72.8321,2025-12-20 23:30:00,5,81.74,93.67,1.56,14.9,178.1,350.74,2025-12-20
Mumbai,18.9582,72.8321,2025-12-21 00:30:00,5,82.44,94.7,1.69,15.65,169.87,352.44,2025-12-21
Mumbai,18.9582,72.8321,2025-12-21 01:30:00,5,83.24,95.87,1.8,16.26,160.66,357.95,2025-12-21
Mumbai,18.9582,72.8321,2025-12-21 02:30:00,5,82.99,95.61,1.87,16.45,150.89,363.58,2025-12-21
Mumbai,18.9582,72.8321,2025-12-21 03:30:00,5,81.73,94.18,1.93,16.17,140.68,368.99,2025-12-21
Mumbai,18.9582,72.8321,2025-12-21 04:30:00,5,80.29,92.75,1.95,15.32,132.03,375.24,2025-12-21
Mumbai,18.9582,72.8321,2025-12-21 05:30:00,5,78.02,90.43,1.9,13.71,124.59,376.8,2025-12-21
Mumbai,18.9582,72.8321,2025-12-21 06:30:00,4,73.73,85.67,1.82,11.17,117.32,365.45,2025-12-21
Mumbai,18.9582,72.8321,2025-12-21 07:30:00,4,68.38,79.53,1.76,8.5,110.96,343.06,2025-12-21
Mumbai,18.9582,72.8321,2025-12-21 08:30:00,4,63.76,74.06,2.02,6.42,106.21,320.28,2025-12-21
Mumbai,18.9582,72.8321,2025-12-21 09:30:00,4,60.3,69.62,2.21,4.94,103.47,299.18,2025-12-21
Mumbai,18.9582,72.8321,2025-12-21 10:30:00,4,59.22,67.67,2.14,4.12,105.99,285.21,2025-12-21
Mumbai,18.9582,72.8321,2025-12-21 11:30:00,4,60.56,68.39,1.83,3.8,113.83,277.72,2025-12-21
Mumbai,18.9582,72.8321,2025-12-21 12:30:00,4,63.51,71.0,1.44,3.77,124.79,274.01,2025-12-21
Mumbai,18.9582,72.8321,2025-12-21 13:30:00,4,66.59,73.87,1.18,3.77,134.53,271.95,2025-12-21
Mumbai,18.9582,72.8321,2025-12-21 14:30:00,4,69.35,76.48,1.08,3.79,142.18,271.78,2025-12-21
Mumbai,18.9582,72.8321,2025-12-21 15:30:00,4,71.73,78.8,1.09,3.8,148.51,273.0,2025-12-21
Mumbai,18.9582,72.8321,2025-12-21 16:30:00,4,72.93,80.01,1.18,3.74,152.19,273.04,2025-12-21
Mumbai,18.9582,72.8321,2025-12-21 17:30:00,4,73.35,80.45,1.31,3.64,153.25,272.14,2025-12-21
Mumbai,18.9582,72.8321,2025-12-21 18:30:00,4,73.44,80.51,1.27,3.53,153.04,270.34,2025-12-21
Mumbai,18.9582,72.8321,2025-12-21 19:30:00,4,73.18,80.22,1.0,3.4,151.75,266.8,2025-12-21
Mumbai,18.9582,72.8321,2025-12-21 20:30:00,4,72.73,79.95,0.82,3.33,149.91,263.37,2025-12-21
Mumbai,18.9582,72.8321,2025-12-21 21:30:00,4,72.77,80.36,0.79,3.59,148.03,264.93,2025-12-21
Mumbai,18.9582,72.8321,2025-12-21 22:30:00,4,74.48,82.85,0.92,4.53,147.19,279.44,2025-12-21
Mumbai,18.9582,72.8321,2025-12-21 23:30:00,5,77.94,87.57,1.19,6.3,146.99,306.59,2025-12-21
Mumbai,18.9582,72.8321,2025-12-22 00:30:00,5,82.04,92.88,1.57,8.54,146.47,333.12,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 01:30:00,5,85.47,97.67,1.88,10.01,144.77,353.32,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 02:30:00,5,87.7,101.01,2.17,10.89,141.4,368.75,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 03:30:00,5,88.6,102.31,2.44,11.49,135.97,379.7,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 04:30:00,5,89.67,103.87,2.74,12.17,127.75,393.48,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 05:30:00,5,91.89,106.43,3.03,13.07,118.4,414.2,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 06:30:00,5,94.69,109.25,3.23,13.52,109.86,435.97,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 07:30:00,5,96.86,111.17,3.2,13.04,104.52,449.86,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 08:30:00,5,97.64,111.2,3.41,11.61,103.31,449.86,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 09:30:00,5,97.46,109.51,3.22,9.14,108.02,431.65,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 10:30:00,5,98.65,109.17,2.66,6.93,118.46,409.72,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 11:30:00,5,101.32,110.72,2.0,5.46,131.54,390.99,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 12:30:00,5,104.73,113.34,1.48,4.6,144.1,375.4,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 13:30:00,5,107.9,116.17,1.22,4.17,151.58,368.25,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 14:30:00,5,110.51,118.5,1.15,4.13,157.58,364.28,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 15:30:00,5,113.15,120.96,1.19,4.45,163.94,363.53,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 16:30:00,5,114.49,122.28,1.28,4.81,167.75,361.4,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 17:30:00,5,114.61,122.53,1.38,4.98,169.44,358.11,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 18:30:00,5,114.26,122.36,1.31,4.96,170.62,356.73,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 19:30:00,5,115.52,124.25,1.12,5.33,170.81,362.91,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 20:30:00,5,119.19,129.01,1.14,6.56,172.37,383.41,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 21:30:00,5,125.01,136.53,1.3,8.61,175.18,416.84,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 22:30:00,5,132.14,145.69,1.53,11.01,179.35,456.88,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 23:30:00,5,139.05,154.58,1.82,13.3,183.12,494.37,2025-12-22
Mumbai,18.9582,72.8321,2025-12-23 00:30:00,5,142.11,158.71,2.13,14.82,183.7,514.19,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 01:30:00,5,141.63,159.14,2.49,15.53,178.83,523.59,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 02:30:00,5,139.54,157.86,2.95,16.63,168.31,526.29,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 03:30:00,5,136.5,154.93,3.43,18.43,153.59,522.94,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 04:30:00,5,135.17,153.85,3.97,21.08,136.33,530.46,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 05:30:00,5,135.33,154.57,4.53,23.87,118.91,550.9,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 06:30:00,5,134.44,153.96,5.02,25.41,103.74,575.73,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 07:30:00,5,130.92,150.44,5.37,24.81,92.73,591.09,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 08:30:00,5,124.78,143.44,6.21,22.47,87.51,586.95,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 09:30:00,5,118.1,134.76,6.19,18.89,91.01,559.09,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 10:30:00,5,114.79,129.12,5.14,15.53,105.71,521.54,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 11:30:00,5,115.44,127.72,3.66,13.03,126.0,484.57,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 12:30:00,5,116.3,126.32,2.36,10.66,146.63,438.66,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 13:30:00,5,118.52,127.37,1.69,9.22,159.29,413.0,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 14:30:00,5,120.71,128.94,1.43,8.51,167.34,398.9,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 15:30:00,5,122.46,130.23,1.34,8.11,174.4,390.28,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 16:30:00,5,121.98,129.35,1.37,7.78,178.46,380.44,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 17:30:00,5,119.54,126.64,1.45,7.39,180.06,368.96,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 18:30:00,5,116.64,123.69,1.47,7.27,180.64,362.57,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 19:30:00,5,115.08,122.63,1.29,7.78,181.7,367.71,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 20:30:00,5,115.03,123.55,1.23,8.84,183.12,383.05,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 21:30:00,5,117.3,127.31,1.3,10.15,184.76,403.07,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 22:30:00,5,121.22,133.17,1.39,11.34,186.55,418.95,2025-12-23
